booking_id,room,start_date,end_date,request_id,prefix_room,bookings_days,client_name,room_type,request_type,adults,childrens,total_occupancy,price_day,capacity,total_price,overcrowded
4714,N38,2016-01-06,2016-01-11,2279,N,5,Sheyla Walsh,normal_room,holiday,4,1,5,80,1,400,1
4715,D37,2016-03-22,2016-03-30,2280,D,8,Denver Harvey MD,double_room,holiday,2,3,5,100,3,800,1
4716,D38,2016-03-22,2016-03-30,2280,D,8,Denver Harvey MD,double_room,holiday,2,3,5,100,3,800,1
4717,X4,2016-02-18,2016-02-22,2281,X,4,Arkie McLaughlin,deluxe_room,holiday,3,1,4,150,3,600,1
4718,X21,2016-02-18,2016-02-22,2281,X,4,Arkie McLaughlin,deluxe_room,holiday,3,1,4,150,3,600,1
4719,S64,2016-02-05,2016-02-08,2282,S,3,Sim Bergstrom,conference_room_small,conference,16,0,16,80,15,240,1
4720,S69,2016-02-05,2016-02-08,2282,S,3,Sim Bergstrom,conference_room_small,conference,16,0,16,80,15,240,1
4721,S42,2016-01-03,2016-01-06,2283,S,3,Mr. Guido Gorczany,conference_room_small,party,20,22,42,80,15,240,1
4722,S43,2016-01-03,2016-01-06,2283,S,3,Mr. Guido Gorczany,conference_room_small,party,20,22,42,80,15,240,1
4723,S44,2016-01-03,2016-01-06,2283,S,3,Mr. Guido Gorczany,conference_room_small,party,20,22,42,80,15,240,1
4724,X21,2016-01-06,2016-01-11,2284,X,5,Egbert Langosh V,deluxe_room,holiday,3,6,9,150,3,750,1
4725,X22,2016-01-06,2016-01-11,2284,X,5,Egbert Langosh V,deluxe_room,holiday,3,6,9,150,3,750,1
4726,X26,2016-01-06,2016-01-11,2284,X,5,Egbert Langosh V,deluxe_room,holiday,3,6,9,150,3,750,1
4727,X25,2016-02-08,2016-02-11,2285,X,3,Edw Corwin,deluxe_room,business,3,1,4,150,3,450,1
4728,X26,2016-02-08,2016-02-11,2285,X,3,Edw Corwin,deluxe_room,business,3,1,4,150,3,450,1
4729,X29,2016-02-26,2016-03-03,2286,X,6,Harvie Orn,deluxe_room,holiday,2,0,2,150,3,900,0
4730,X23,2016-03-07,2016-03-11,2287,X,4,Meadow Grant DVM,deluxe_room,business,4,1,5,150,3,600,1
4731,X24,2016-03-07,2016-03-11,2287,X,4,Meadow Grant DVM,deluxe_room,business,4,1,5,150,3,600,1
4732,D21,2016-02-05,2016-02-08,2288,D,3,Teena Nikolaus PhD,double_room,holiday,3,2,5,100,3,300,1
4733,D22,2016-02-05,2016-02-08,2288,D,3,Teena Nikolaus PhD,double_room,holiday,3,2,5,100,3,300,1
4734,L22,2016-03-26,2016-04-01,2289,L,6,Melissia Goodwin,conference_room_large,wedding,13,50,63,150,50,900,1
4735,L23,2016-03-26,2016-04-01,2289,L,6,Melissia Goodwin,conference_room_large,wedding,13,50,63,150,50,900,1
4736,N110,2016-03-02,2016-03-07,2290,N,5,Mr. Harland Ward,normal_room,holiday,2,1,3,80,1,400,1
4737,N111,2016-03-02,2016-03-07,2290,N,5,Mr. Harland Ward,normal_room,holiday,2,1,3,80,1,400,1
4738,N112,2016-03-02,2016-03-07,2290,N,5,Mr. Harland Ward,normal_room,holiday,2,1,3,80,1,400,1
4739,L36,2016-03-04,2016-03-15,2291,L,11,Camryn Ortiz,conference_room_large,wedding,24,19,43,150,50,1650,0
4740,X29,2016-01-21,2016-01-23,2292,X,2,Fronia Kautzer,deluxe_room,holiday,5,2,7,150,3,300,1
4741,X30,2016-01-21,2016-01-23,2292,X,2,Fronia Kautzer,deluxe_room,holiday,5,2,7,150,3,300,1
4742,X32,2016-01-21,2016-01-23,2292,X,2,Fronia Kautzer,deluxe_room,holiday,5,2,7,150,3,300,1
4743,N98,2016-03-19,2016-03-24,2293,N,5,Mr. Kendal Heidenreich,normal_room,business,2,2,4,80,1,400,1
4744,N99,2016-03-19,2016-03-24,2293,N,5,Mr. Kendal Heidenreich,normal_room,business,2,2,4,80,1,400,1
4745,N100,2016-03-19,2016-03-24,2293,N,5,Mr. Kendal Heidenreich,normal_room,business,2,2,4,80,1,400,1
4746,N101,2016-03-19,2016-03-24,2293,N,5,Mr. Kendal Heidenreich,normal_room,business,2,2,4,80,1,400,1
4747,L14,2016-01-01,2016-01-05,2294,L,4,Ms. Jillian Yost PhD,conference_room_large,party,33,19,52,150,50,600,1
4748,L15,2016-01-01,2016-01-05,2294,L,4,Ms. Jillian Yost PhD,conference_room_large,party,33,19,52,150,50,600,1
4749,D38,2016-01-31,2016-02-05,2295,D,5,Nikole Mueller,double_room,business,3,1,4,100,3,500,1
4750,D39,2016-01-31,2016-02-05,2295,D,5,Nikole Mueller,double_room,business,3,1,4,100,3,500,1
4751,L11,2016-03-01,2016-03-05,2296,L,4,Mrs. Nanie Hodkiewicz,conference_room_large,party,28,26,54,150,50,600,1
4752,L12,2016-03-01,2016-03-05,2296,L,4,Mrs. Nanie Hodkiewicz,conference_room_large,party,28,26,54,150,50,600,1
4753,D30,2016-02-15,2016-02-17,2297,D,2,Sharday Rogahn,double_room,business,4,0,4,100,3,200,1
4754,D35,2016-02-15,2016-02-17,2297,D,2,Sharday Rogahn,double_room,business,4,0,4,100,3,200,1
4755,D36,2016-01-05,2016-01-07,2298,D,2,Vena Johnston,double_room,business,5,0,5,100,3,200,1
4756,D41,2016-01-05,2016-01-07,2298,D,2,Vena Johnston,double_room,business,5,0,5,100,3,200,1
4757,S40,2016-03-25,2016-04-03,2299,S,9,Watson Jaskolski,conference_room_small,wedding,16,18,34,80,15,720,1
4758,S41,2016-03-25,2016-04-03,2299,S,9,Watson Jaskolski,conference_room_small,wedding,16,18,34,80,15,720,1
4759,S42,2016-03-25,2016-04-03,2299,S,9,Watson Jaskolski,conference_room_small,wedding,16,18,34,80,15,720,1
4760,L16,2016-01-04,2016-01-14,2300,L,10,Rylan Sawayn,conference_room_large,wedding,16,44,60,150,50,1500,1
4761,L17,2016-01-04,2016-01-14,2300,L,10,Rylan Sawayn,conference_room_large,wedding,16,44,60,150,50,1500,1
4762,N82,2016-02-28,2016-03-09,2301,N,10,Colt Reynolds,normal_room,holiday,1,0,1,80,1,800,0
4763,D44,2016-02-22,2016-02-23,2302,D,1,Lex Rice MD,double_room,holiday,3,1,4,100,3,100,1
4764,D55,2016-02-22,2016-02-23,2302,D,1,Lex Rice MD,double_room,holiday,3,1,4,100,3,100,1
4765,L52,2016-03-25,2016-03-28,2303,L,3,Eve Murphy,conference_room_large,conference,25,0,25,150,50,450,0
4766,N39,2016-01-09,2016-01-12,2304,N,3,Mrs. Willene Hills DDS,normal_room,holiday,1,2,3,80,1,240,1
4767,N40,2016-01-09,2016-01-12,2304,N,3,Mrs. Willene Hills DDS,normal_room,holiday,1,2,3,80,1,240,1
4768,N41,2016-01-09,2016-01-12,2304,N,3,Mrs. Willene Hills DDS,normal_room,holiday,1,2,3,80,1,240,1
4769,L37,2016-03-16,2016-03-19,2305,L,3,Darci Erdman,conference_room_large,party,48,25,73,150,50,450,1
4770,L38,2016-03-16,2016-03-19,2305,L,3,Darci Erdman,conference_room_large,party,48,25,73,150,50,450,1
4771,D34,2016-03-08,2016-03-15,2306,D,7,Lilia O'Conner,double_room,holiday,3,0,3,100,3,700,0
4772,N55,2016-02-09,2016-02-21,2307,N,12,Alabama Huels DDS,normal_room,holiday,1,1,2,80,1,960,1
4773,N56,2016-02-09,2016-02-21,2307,N,12,Alabama Huels DDS,normal_room,holiday,1,1,2,80,1,960,1
4774,L20,2016-02-14,2016-02-18,2309,L,4,Breann Schaefer,conference_room_large,conference,16,0,16,150,50,600,0
4775,N19,2016-02-01,2016-02-03,2310,N,2,Olga Harris DDS,normal_room,holiday,5,0,5,80,1,160,1
4776,N33,2016-02-01,2016-02-03,2310,N,2,Olga Harris DDS,normal_room,holiday,5,0,5,80,1,160,1
4777,N70,2016-02-01,2016-02-03,2310,N,2,Olga Harris DDS,normal_room,holiday,5,0,5,80,1,160,1
4778,N75,2016-02-01,2016-02-03,2310,N,2,Olga Harris DDS,normal_room,holiday,5,0,5,80,1,160,1
4779,N76,2016-02-01,2016-02-03,2310,N,2,Olga Harris DDS,normal_room,holiday,5,0,5,80,1,160,1
4780,S9,2016-02-11,2016-02-12,2311,S,1,Clarence Swift,conference_room_small,wedding,31,0,31,80,15,80,1
4781,S10,2016-02-11,2016-02-12,2311,S,1,Clarence Swift,conference_room_small,wedding,31,0,31,80,15,80,1
4782,S11,2016-02-11,2016-02-12,2311,S,1,Clarence Swift,conference_room_small,wedding,31,0,31,80,15,80,1
4783,S51,2016-02-25,2016-02-29,2312,S,4,Hillery Cruickshank,conference_room_small,conference,16,0,16,80,15,320,1
4784,S52,2016-02-25,2016-02-29,2312,S,4,Hillery Cruickshank,conference_room_small,conference,16,0,16,80,15,320,1
4785,D40,2016-01-30,2016-02-03,2313,D,4,China Schmeler,double_room,business,1,0,1,100,3,400,0
4786,N71,2016-01-28,2016-02-06,2314,N,9,Edsel Crooks,normal_room,business,3,0,3,80,1,720,1
4787,N72,2016-01-28,2016-02-06,2314,N,9,Edsel Crooks,normal_room,business,3,0,3,80,1,720,1
4788,N73,2016-01-28,2016-02-06,2314,N,9,Edsel Crooks,normal_room,business,3,0,3,80,1,720,1
4789,D41,2016-01-29,2016-02-03,2315,D,5,Eugenie Morissette,double_room,business,5,1,6,100,3,500,1
4790,D44,2016-01-29,2016-02-03,2315,D,5,Eugenie Morissette,double_room,business,5,1,6,100,3,500,1
4791,S46,2016-02-20,2016-02-22,2316,S,2,Eudora Batz,conference_room_small,party,25,51,76,80,15,160,1
4792,S53,2016-02-20,2016-02-22,2316,S,2,Eudora Batz,conference_room_small,party,25,51,76,80,15,160,1
4793,S54,2016-02-20,2016-02-22,2316,S,2,Eudora Batz,conference_room_small,party,25,51,76,80,15,160,1
4794,S66,2016-02-20,2016-02-22,2316,S,2,Eudora Batz,conference_room_small,party,25,51,76,80,15,160,1
4795,S67,2016-02-20,2016-02-22,2316,S,2,Eudora Batz,conference_room_small,party,25,51,76,80,15,160,1
4796,S68,2016-02-20,2016-02-22,2316,S,2,Eudora Batz,conference_room_small,party,25,51,76,80,15,160,1
4797,X29,2016-01-30,2016-02-01,2317,X,2,Mr. Yadiel Kris,deluxe_room,business,2,0,2,150,3,300,0
4798,X15,2016-01-04,2016-01-08,2318,X,4,Dr. Leontine Goodwin,deluxe_room,holiday,1,0,1,150,3,600,0
4799,N15,2016-01-24,2016-01-26,2319,N,2,Richelle Fisher,normal_room,business,4,0,4,80,1,160,1
4800,N29,2016-01-24,2016-01-26,2319,N,2,Richelle Fisher,normal_room,business,4,0,4,80,1,160,1
4801,N67,2016-01-24,2016-01-26,2319,N,2,Richelle Fisher,normal_room,business,4,0,4,80,1,160,1
4802,N68,2016-01-24,2016-01-26,2319,N,2,Richelle Fisher,normal_room,business,4,0,4,80,1,160,1
4803,D29,2016-03-01,2016-03-03,2321,D,2,Lim Kunde,double_room,business,1,1,2,100,3,200,0
4804,L41,2016-03-02,2016-03-04,2322,L,2,Omie Barrows,conference_room_large,conference,40,0,40,150,50,300,0
4805,N62,2016-02-24,2016-02-29,2323,N,5,Christopher Herzog,normal_room,holiday,5,0,5,80,1,400,1
4806,N63,2016-02-24,2016-02-29,2323,N,5,Christopher Herzog,normal_room,holiday,5,0,5,80,1,400,1
4807,N64,2016-02-24,2016-02-29,2323,N,5,Christopher Herzog,normal_room,holiday,5,0,5,80,1,400,1
4808,N65,2016-02-24,2016-02-29,2323,N,5,Christopher Herzog,normal_room,holiday,5,0,5,80,1,400,1
4809,N66,2016-02-24,2016-02-29,2323,N,5,Christopher Herzog,normal_room,holiday,5,0,5,80,1,400,1
4810,L32,2016-01-10,2016-01-13,2325,L,3,Verlene Sipes,conference_room_large,party,25,3,28,150,50,450,0
4811,L34,2016-01-16,2016-01-18,2326,L,2,Joanie Ziemann,conference_room_large,party,26,8,34,150,50,300,0
4812,N70,2016-03-24,2016-03-31,2328,N,7,Ms. Sanaa Block,normal_room,business,2,0,2,80,1,560,1
4813,N71,2016-03-24,2016-03-31,2328,N,7,Ms. Sanaa Block,normal_room,business,2,0,2,80,1,560,1
4814,D29,2016-02-03,2016-02-09,2329,D,6,Huston Schuster,double_room,business,1,0,1,100,3,600,0
4815,L13,2016-03-14,2016-03-15,2330,L,1,Mrs. Carlyn Ondricka,conference_room_large,wedding,2,22,24,150,50,150,0
4816,S56,2016-02-04,2016-02-17,2331,S,13,Kellan Cassin,conference_room_small,wedding,24,16,40,80,15,1040,1
4817,S57,2016-02-04,2016-02-17,2331,S,13,Kellan Cassin,conference_room_small,wedding,24,16,40,80,15,1040,1
4818,S58,2016-02-04,2016-02-17,2331,S,13,Kellan Cassin,conference_room_small,wedding,24,16,40,80,15,1040,1
4819,X34,2016-02-17,2016-02-22,2332,X,5,Esteban Hills IV,deluxe_room,business,3,0,3,150,3,750,0
4820,X29,2016-01-12,2016-01-15,2333,X,3,Mrs. Brenna Witting DDS,deluxe_room,holiday,1,4,5,150,3,450,1
4821,X30,2016-01-12,2016-01-15,2333,X,3,Mrs. Brenna Witting DDS,deluxe_room,holiday,1,4,5,150,3,450,1
4822,S146,2016-03-24,2016-03-30,2334,S,6,Dr. Kyan Armstrong DVM,conference_room_small,conference,16,0,16,80,15,480,1
4823,S156,2016-03-24,2016-03-30,2334,S,6,Dr. Kyan Armstrong DVM,conference_room_small,conference,16,0,16,80,15,480,1
4824,N96,2016-02-03,2016-02-06,2335,N,3,Myrl Waters,normal_room,business,1,0,1,80,1,240,0
4825,S59,2016-02-03,2016-02-10,2336,S,7,Jaydon Farrell,conference_room_small,party,14,16,30,80,15,560,1
4826,S60,2016-02-03,2016-02-10,2336,S,7,Jaydon Farrell,conference_room_small,party,14,16,30,80,15,560,1
4827,X35,2016-02-13,2016-02-20,2337,X,7,Alfonse O'Reilly,deluxe_room,business,1,1,2,150,3,1050,0
4828,D22,2016-01-19,2016-01-21,2338,D,2,Tambra Russel,double_room,business,2,1,3,100,3,200,0
4829,X13,2016-02-27,2016-03-01,2339,X,3,Tracey Hettinger,deluxe_room,business,6,0,6,150,3,450,1
4830,X15,2016-02-27,2016-03-01,2339,X,3,Tracey Hettinger,deluxe_room,business,6,0,6,150,3,450,1
4831,D20,2016-02-21,2016-02-25,2340,D,4,Mr. Koby Beatty,double_room,business,1,0,1,100,3,400,0
4832,S12,2016-02-27,2016-02-29,2341,S,2,Kalyn McClure,conference_room_small,conference,43,0,43,80,15,160,1
4833,S13,2016-02-27,2016-02-29,2341,S,2,Kalyn McClure,conference_room_small,conference,43,0,43,80,15,160,1
4834,S14,2016-02-27,2016-02-29,2341,S,2,Kalyn McClure,conference_room_small,conference,43,0,43,80,15,160,1
4835,X17,2016-03-28,2016-04-01,2342,X,4,Maureen Hansen DDS,deluxe_room,holiday,1,0,1,150,3,600,0
4836,D30,2016-02-08,2016-02-11,2343,D,3,Terry Nitzsche,double_room,business,4,0,4,100,3,300,1
4837,D31,2016-02-08,2016-02-11,2343,D,3,Terry Nitzsche,double_room,business,4,0,4,100,3,300,1
4838,N57,2016-02-14,2016-02-25,2344,N,11,Dr. Ancel D'Amore,normal_room,holiday,3,0,3,80,1,880,1
4839,N58,2016-02-14,2016-02-25,2344,N,11,Dr. Ancel D'Amore,normal_room,holiday,3,0,3,80,1,880,1
4840,N59,2016-02-14,2016-02-25,2344,N,11,Dr. Ancel D'Amore,normal_room,holiday,3,0,3,80,1,880,1
4841,N19,2016-02-03,2016-02-04,2345,N,1,Von Terry,normal_room,holiday,1,0,1,80,1,80,0
4842,X26,2016-02-14,2016-02-17,2346,X,3,King Grant,deluxe_room,holiday,1,0,1,150,3,450,0
4843,D24,2016-02-10,2016-02-19,2347,D,9,Lulu Rempel DVM,double_room,business,1,0,1,100,3,900,0
4844,N30,2016-01-15,2016-01-25,2348,N,10,Theodora Corwin,normal_room,holiday,3,2,5,80,1,800,1
4845,N31,2016-01-15,2016-01-25,2348,N,10,Theodora Corwin,normal_room,holiday,3,2,5,80,1,800,1
4846,N32,2016-01-15,2016-01-25,2348,N,10,Theodora Corwin,normal_room,holiday,3,2,5,80,1,800,1
4847,N33,2016-01-15,2016-01-25,2348,N,10,Theodora Corwin,normal_room,holiday,3,2,5,80,1,800,1
4848,N34,2016-01-15,2016-01-25,2348,N,10,Theodora Corwin,normal_room,holiday,3,2,5,80,1,800,1
4849,D30,2016-02-27,2016-03-05,2349,D,7,Sie Stamm,double_room,holiday,1,2,3,100,3,700,0
4850,N35,2016-01-22,2016-01-25,2350,N,3,Molly Steuber,normal_room,holiday,5,2,7,80,1,240,1
4851,N36,2016-01-22,2016-01-25,2350,N,3,Molly Steuber,normal_room,holiday,5,2,7,80,1,240,1
4852,N37,2016-01-22,2016-01-25,2350,N,3,Molly Steuber,normal_room,holiday,5,2,7,80,1,240,1
4853,N38,2016-01-22,2016-01-25,2350,N,3,Molly Steuber,normal_room,holiday,5,2,7,80,1,240,1
4854,N39,2016-01-22,2016-01-25,2350,N,3,Molly Steuber,normal_room,holiday,5,2,7,80,1,240,1
4855,N40,2016-01-22,2016-01-25,2350,N,3,Molly Steuber,normal_room,holiday,5,2,7,80,1,240,1
4856,N41,2016-01-22,2016-01-25,2350,N,3,Molly Steuber,normal_room,holiday,5,2,7,80,1,240,1
4857,S61,2016-02-08,2016-02-12,2351,S,4,Mr. Nickolas Frami V,conference_room_small,party,12,45,57,80,15,320,1
4858,S62,2016-02-08,2016-02-12,2351,S,4,Mr. Nickolas Frami V,conference_room_small,party,12,45,57,80,15,320,1
4859,S63,2016-02-08,2016-02-12,2351,S,4,Mr. Nickolas Frami V,conference_room_small,party,12,45,57,80,15,320,1
4860,S64,2016-02-08,2016-02-12,2351,S,4,Mr. Nickolas Frami V,conference_room_small,party,12,45,57,80,15,320,1
4861,L18,2016-01-02,2016-01-07,2352,L,5,Hazel O'Kon,conference_room_large,wedding,26,17,43,150,50,750,0
4862,X30,2016-01-26,2016-02-01,2353,X,6,Bernard Stoltenberg PhD,deluxe_room,business,1,0,1,150,3,900,0
4863,X31,2016-01-10,2016-01-13,2354,X,3,Karl Collier,deluxe_room,business,4,0,4,150,3,450,1
4864,X32,2016-01-10,2016-01-13,2354,X,3,Karl Collier,deluxe_room,business,4,0,4,150,3,450,1
4865,N83,2016-03-06,2016-03-08,2355,N,2,Jerilyn Homenick,normal_room,business,5,0,5,80,1,160,1
4866,N84,2016-03-06,2016-03-08,2355,N,2,Jerilyn Homenick,normal_room,business,5,0,5,80,1,160,1
4867,N85,2016-03-06,2016-03-08,2355,N,2,Jerilyn Homenick,normal_room,business,5,0,5,80,1,160,1
4868,N86,2016-03-06,2016-03-08,2355,N,2,Jerilyn Homenick,normal_room,business,5,0,5,80,1,160,1
4869,N87,2016-03-06,2016-03-08,2355,N,2,Jerilyn Homenick,normal_room,business,5,0,5,80,1,160,1
4870,X34,2016-01-16,2016-01-19,2356,X,3,Roxanna Spinka DVM,deluxe_room,business,1,2,3,150,3,450,0
4871,S102,2016-01-05,2016-01-07,2357,S,2,Sylvania Hamill,conference_room_small,wedding,14,34,48,80,15,160,1
4872,S103,2016-01-05,2016-01-07,2357,S,2,Sylvania Hamill,conference_room_small,wedding,14,34,48,80,15,160,1
4873,S104,2016-01-05,2016-01-07,2357,S,2,Sylvania Hamill,conference_room_small,wedding,14,34,48,80,15,160,1
4874,S105,2016-01-05,2016-01-07,2357,S,2,Sylvania Hamill,conference_room_small,wedding,14,34,48,80,15,160,1
4875,L4,2016-02-02,2016-02-04,2358,L,2,Isabella Romaguera DDS,conference_room_large,wedding,14,18,32,150,50,300,0
4876,X38,2016-03-23,2016-03-25,2359,X,2,Mr. Brantley Hamill Jr.,deluxe_room,business,4,0,4,150,3,300,1
4877,X39,2016-03-23,2016-03-25,2359,X,2,Mr. Brantley Hamill Jr.,deluxe_room,business,4,0,4,150,3,300,1
4878,X31,2016-01-30,2016-02-01,2360,X,2,Mr. Auther Marvin,deluxe_room,holiday,1,1,2,150,3,300,0
4879,L33,2016-03-23,2016-03-27,2361,L,4,Miss Benita Franecki,conference_room_large,party,16,28,44,150,50,600,0
4880,S97,2016-01-29,2016-01-31,2362,S,2,Elex Rempel,conference_room_small,conference,31,0,31,80,15,160,1
4881,S98,2016-01-29,2016-01-31,2362,S,2,Elex Rempel,conference_room_small,conference,31,0,31,80,15,160,1
4882,S106,2016-01-29,2016-01-31,2362,S,2,Elex Rempel,conference_room_small,conference,31,0,31,80,15,160,1
4883,S16,2016-02-11,2016-02-12,2363,S,1,Arnold Powlowski I,conference_room_small,conference,28,0,28,80,15,80,1
4884,S17,2016-02-11,2016-02-12,2363,S,1,Arnold Powlowski I,conference_room_small,conference,28,0,28,80,15,80,1
4885,X27,2016-02-08,2016-02-11,2364,X,3,Mrs. Rosalyn Lang DDS,deluxe_room,holiday,7,0,7,150,3,450,1
4886,X28,2016-02-08,2016-02-11,2364,X,3,Mrs. Rosalyn Lang DDS,deluxe_room,holiday,7,0,7,150,3,450,1
4887,X29,2016-02-08,2016-02-11,2364,X,3,Mrs. Rosalyn Lang DDS,deluxe_room,holiday,7,0,7,150,3,450,1
4888,N112,2016-03-20,2016-03-23,2365,N,3,Corey Graham,normal_room,holiday,4,1,5,80,1,240,1
4889,N113,2016-03-20,2016-03-23,2365,N,3,Corey Graham,normal_room,holiday,4,1,5,80,1,240,1
4890,N117,2016-03-20,2016-03-23,2365,N,3,Corey Graham,normal_room,holiday,4,1,5,80,1,240,1
4891,N118,2016-03-20,2016-03-23,2365,N,3,Corey Graham,normal_room,holiday,4,1,5,80,1,240,1
4892,N119,2016-03-20,2016-03-23,2365,N,3,Corey Graham,normal_room,holiday,4,1,5,80,1,240,1
4893,N42,2016-01-22,2016-01-26,2366,N,4,Shelly Erdman,normal_room,holiday,1,2,3,80,1,320,1
4894,N43,2016-01-22,2016-01-26,2366,N,4,Shelly Erdman,normal_room,holiday,1,2,3,80,1,320,1
4895,N44,2016-01-22,2016-01-26,2366,N,4,Shelly Erdman,normal_room,holiday,1,2,3,80,1,320,1
4896,S38,2016-02-11,2016-02-20,2367,S,9,Jameel Christiansen,conference_room_small,party,26,4,30,80,15,720,1
4897,S39,2016-02-11,2016-02-20,2367,S,9,Jameel Christiansen,conference_room_small,party,26,4,30,80,15,720,1
4898,D14,2016-03-15,2016-03-17,2368,D,2,Dr. Shelton Wiegand,double_room,business,1,0,1,100,3,200,0
4899,N102,2016-03-23,2016-03-26,2369,N,3,Shiloh Koepp,normal_room,holiday,2,2,4,80,1,240,1
4900,N103,2016-03-23,2016-03-26,2369,N,3,Shiloh Koepp,normal_room,holiday,2,2,4,80,1,240,1
4901,N104,2016-03-23,2016-03-26,2369,N,3,Shiloh Koepp,normal_room,holiday,2,2,4,80,1,240,1
4902,N105,2016-03-23,2016-03-26,2369,N,3,Shiloh Koepp,normal_room,holiday,2,2,4,80,1,240,1
4903,L32,2016-02-19,2016-02-23,2371,L,4,Yesenia Waters MD,conference_room_large,party,28,30,58,150,50,600,1
4904,L33,2016-02-19,2016-02-23,2371,L,4,Yesenia Waters MD,conference_room_large,party,28,30,58,150,50,600,1
4905,D47,2016-01-13,2016-01-18,2372,D,5,Mrs. Drew Schiller DVM,double_room,business,3,1,4,100,3,500,1
4906,D48,2016-01-13,2016-01-18,2372,D,5,Mrs. Drew Schiller DVM,double_room,business,3,1,4,100,3,500,1
4907,N23,2016-02-18,2016-02-20,2373,N,2,Ebert Konopelski,normal_room,business,2,0,2,80,1,160,1
4908,N24,2016-02-18,2016-02-20,2373,N,2,Ebert Konopelski,normal_room,business,2,0,2,80,1,160,1
4909,N74,2016-01-11,2016-01-13,2374,N,2,Collier Friesen DDS,normal_room,holiday,4,1,5,80,1,160,1
4910,N75,2016-01-11,2016-01-13,2374,N,2,Collier Friesen DDS,normal_room,holiday,4,1,5,80,1,160,1
4911,N76,2016-01-11,2016-01-13,2374,N,2,Collier Friesen DDS,normal_room,holiday,4,1,5,80,1,160,1
4912,N77,2016-01-11,2016-01-13,2374,N,2,Collier Friesen DDS,normal_room,holiday,4,1,5,80,1,160,1
4913,N78,2016-01-11,2016-01-13,2374,N,2,Collier Friesen DDS,normal_room,holiday,4,1,5,80,1,160,1
4914,L22,2016-02-20,2016-02-28,2375,L,8,Robert Hartmann,conference_room_large,wedding,13,21,34,150,50,1200,0
4915,D18,2016-03-25,2016-03-28,2376,D,3,Sada Mraz,double_room,business,4,0,4,100,3,300,1
4916,D25,2016-03-25,2016-03-28,2376,D,3,Sada Mraz,double_room,business,4,0,4,100,3,300,1
4917,X37,2016-01-28,2016-01-30,2377,X,2,Michael O'Kon,deluxe_room,holiday,3,3,6,150,3,300,1
4918,X38,2016-01-28,2016-01-30,2377,X,2,Michael O'Kon,deluxe_room,holiday,3,3,6,150,3,300,1
4919,N49,2016-01-19,2016-01-23,2378,N,4,Elia Barton MD,normal_room,business,2,0,2,80,1,320,1
4920,N50,2016-01-19,2016-01-23,2378,N,4,Elia Barton MD,normal_room,business,2,0,2,80,1,320,1
4921,S105,2016-01-09,2016-01-12,2379,S,3,Miss Itzel Pfeffer DDS,conference_room_small,wedding,43,36,79,80,15,240,1
4922,S112,2016-01-09,2016-01-12,2379,S,3,Miss Itzel Pfeffer DDS,conference_room_small,wedding,43,36,79,80,15,240,1
4923,S120,2016-01-09,2016-01-12,2379,S,3,Miss Itzel Pfeffer DDS,conference_room_small,wedding,43,36,79,80,15,240,1
4924,S121,2016-01-09,2016-01-12,2379,S,3,Miss Itzel Pfeffer DDS,conference_room_small,wedding,43,36,79,80,15,240,1
4925,S122,2016-01-09,2016-01-12,2379,S,3,Miss Itzel Pfeffer DDS,conference_room_small,wedding,43,36,79,80,15,240,1
4926,S123,2016-01-09,2016-01-12,2379,S,3,Miss Itzel Pfeffer DDS,conference_room_small,wedding,43,36,79,80,15,240,1
4927,X12,2016-03-12,2016-03-16,2380,X,4,Kurtis Veum,deluxe_room,holiday,3,0,3,150,3,600,0
4928,L19,2016-01-07,2016-01-10,2381,L,3,Gail Koss,conference_room_large,party,25,36,61,150,50,450,1
4929,L20,2016-01-07,2016-01-10,2381,L,3,Gail Koss,conference_room_large,party,25,36,61,150,50,450,1
4930,X36,2016-03-18,2016-03-23,2382,X,5,Tristen Spinka,deluxe_room,business,2,1,3,150,3,750,0
4931,N20,2016-03-17,2016-03-22,2383,N,5,Ms. Infant Rosenbaum MD,normal_room,business,4,0,4,80,1,400,1
4932,N39,2016-03-17,2016-03-22,2383,N,5,Ms. Infant Rosenbaum MD,normal_room,business,4,0,4,80,1,400,1
4933,N40,2016-03-17,2016-03-22,2383,N,5,Ms. Infant Rosenbaum MD,normal_room,business,4,0,4,80,1,400,1
4934,N41,2016-03-17,2016-03-22,2383,N,5,Ms. Infant Rosenbaum MD,normal_room,business,4,0,4,80,1,400,1
4935,S65,2016-02-07,2016-02-11,2384,S,4,Chauncy Boyle DDS,conference_room_small,party,18,31,49,80,15,320,1
4936,S66,2016-02-07,2016-02-11,2384,S,4,Chauncy Boyle DDS,conference_room_small,party,18,31,49,80,15,320,1
4937,S67,2016-02-07,2016-02-11,2384,S,4,Chauncy Boyle DDS,conference_room_small,party,18,31,49,80,15,320,1
4938,S68,2016-02-07,2016-02-11,2384,S,4,Chauncy Boyle DDS,conference_room_small,party,18,31,49,80,15,320,1
4939,X2,2016-01-02,2016-01-04,2385,X,2,Miller Schumm,deluxe_room,business,1,0,1,150,3,300,0
4940,S48,2016-01-19,2016-01-25,2386,S,6,Sabina Schowalter DVM,conference_room_small,party,33,32,65,80,15,480,1
4941,S49,2016-01-19,2016-01-25,2386,S,6,Sabina Schowalter DVM,conference_room_small,party,33,32,65,80,15,480,1
